t,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,u1,u2,u3,u4,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,v
0.0,-7.814702694056976,26.17550578220623,-4.064701999444927,1.1730750014239653,0.1747209301374309,0.0090983577116102,-0.0263611567612939,-0.610195493241576,-0.4231183390520197,-0.4641766085514138,0.4828792884968637,0.1369157462198423,0.4363323129985808,-0.4363323129985824,0.4363323129985824,0.0287371357359102,6.831752010754202,-3.0566398373929857,1.9435934801009227,-0.1204885249601289,-1.3327357442873584,-0.3534174323835817,-11.991750192995225,-88.56129269053525,-11.656719875337588,-100.48229484300242,57.13102845592144
0.0143464349083083,-7.438098889468322,26.27563467570005,-3.951943146246199,1.1010480817531678,1.0942389468412197,0.1925961042630228,-0.2483411240639061,-0.6071343029864016,-0.425567200288646,-0.463068316253621,0.485632727812872,0.1382827644409402,0.4363323129985818,-0.4363323129985824,0.3994980528524932,0.0810549711961301,6.886922850723258,-3.024185153715588,1.2137936453298366,-0.066011401722216,-1.8830461990799456,-0.4341659729738328,-9.955378944809176,-82.16864036851257,-11.695579659354056,-92.561642899233,57.09208674985182
0.0481614586114082,-6.544869840975285,26.53466977326223,-3.4391087747904443,1.2986502663664057,2.243979116312428,0.5432630174203136,-0.5207904664642437,-0.5863417766247884,-0.4404137024996821,-0.4575542968164044,0.5028978110039608,0.1414217233355842,0.4208504650761059,-0.4363323129985819,-0.2110136923874663,0.0549802274778714,7.02288295788032,-2.779818099961166,1.7267871790648992,0.0445391264653309,-1.6003898254810514,-0.4335018726018556,-13.776228689632728,-87.78365904084934,-8.03386782757701,-97.18348708022968,56.80437169461715
0.1015021955099795,-5.11892200685121,26.90861653922444,-2.609347048243928,2.0380557270745108,2.48006882504379,0.8655901044804075,-0.3444414187957129,-0.53769911053497,-0.4668629852040144,-0.4447676288550228,0.5431963215579655,0.1425463107014175,0.3008807666307708,-0.4363323129985824,-0.4363323129985811,0.075533335064751,7.166631120439612,-2.310223116270776,1.8565511928979737,0.0383159381081177,-1.875266067019845,-0.3812589115756191,-18.50742462717682,-88.97921293498449,-1.208958081759222,-93.04932424312992,56.01373429764581
0.1746269017423348,-3.1305393720370107,27.30971414905724,-1.8856250428039287,3.0481220739369355,1.9480264168948185,0.9922145146761524,-0.0812004269712068,-0.4728106549658319,-0.4860596289038276,-0.427849274520882,0.5976561925536618,0.1441604863690792,0.2068699276373266,-0.4363323129985819,-0.3252411389111097,0.0583039128253638,7.25364159714518,-1.7860066562560226,2.612997546562069,0.0295890241891484,-1.734499235058998,-0.2864843325754354,-27.15702411838957,-96.53845890351566,6.905689508304809,-92.83864504314596,54.799542645830456
0.2679002513261794,-0.54586798741877,27.774306229851064,-1.4881538837674824,3.798444088431489,1.5035519851904378,0.8704637822293901,0.0821023653415709,-0.4048800849963219,-0.4914288782495587,-0.4073345010502167,0.6546593921677123,0.1461928387437801,0.1460667494356252,-0.436332312998582,-0.1848303914239143,0.0736914101242005,7.298164054184354,-1.3116437637366591,2.756066417560372,0.0217332799944692,-2.084356424854137,-0.2077428458444044,-35.18609835241934,-99.6274544983499,13.863579887416988,-85.57768242124291,53.50513361555178
0.381797935986099,2.6581079181159533,28.39070179105663,-1.1285800660502232,3.899185163833223,0.951715122994537,0.6897408160693831,-0.0208082017547445,-0.3411850234628258,-0.4884691989887357,-0.3878948560379978,0.7032797135761852,0.1484552613716882,0.077448468436909,-0.436332312998582,-0.0869469044776835,0.0597938150736924,7.387643134902982,-0.8915639143533393,3.0452456553208744,0.0149181136277657,-1.931586587992838,-0.1394317948955928,-43.36572254267632,-105.48208133537888,19.695699181408614,-81.9306750504412,52.012489549270185
0.5169162933878169,6.483160724115235,29.11952014382212,-0.6940406372071651,3.713498169629192,0.5698214049114968,0.691997480092657,-0.010182937895978,-0.287172356702716,-0.4751929792559481,-0.3798338791386761,0.7398580267802798,0.1510060189668026,0.0439517307785113,-0.4363323129985822,-0.0783120395810861,0.072248698263867,7.478269891493288,-0.517867847386977,2.76302683775792,0.0087423067058323,-2.195051631246946,-0.0819503944551137,-47.57539092577759,-106.61387681034354,23.105142800173805,-73.05727339877126,50.38578065748713
0.6739852576531795,10.901959081057608,29.82943140217102,-0.4482185940619373,3.84979693672736,0.329895043818228,0.7599181383792504,-0.0211518492805817,-0.2386570393538492,-0.4448129307887656,-0.3788110938328766,0.7757251412536874,0.1537724860901173,0.0164634410416518,-0.4363323129985823,-0.0263026535636399,0.059943482982464,7.434954864702683,-0.2874424153725859,2.85297025827776,0.0049057467507344,-1.722626252145062,-0.0447729636027293,-50.75603633623204,-109.40101572695268,23.60026349768002,-65.73921421475421,48.3592303847707
0.8538850255073768,15.826349238452805,30.51074983862785,-0.1394641410221242,4.038469078402322,0.1514392869816532,0.7402684370193751,-0.0130248016854167,-0.1955294885163847,-0.3995543819096344,-0.3870201628421402,0.8076457607497491,0.1565212805148255,0.002326689972506,-0.4363323129985821,-0.02356454916147,0.0700640237615765,7.258137026452727,-0.1063669811089515,2.624214398945796,0.0018836794545165,-1.93959722876893,-0.0170166251772314,-50.14062812754004,-106.56702551075152,21.21941752774882,-52.88489693781013,45.48829686124208
